original_text,tokenized_text,avg_politeness_score,politeness_std,all_politeness_scores,binary_politeness_score,doc_len
I don't understand.  That call stack is all about the Debug Help Library; is this only happening when it is being debugged?,"['i', 'do', ""n't"", 'understand', '.', 'that', 'call', 'stack', 'is', 'all', 'about', 'the', 'debug', 'help', 'library', ';', 'is', 'this', 'only', 'happening', 'when', 'it', 'is', 'being', 'debugged', '?']",15.6,2.870540018881465,"[21, 14, 13, 14, 16]",1,26
"What ""did not work""? closing of the connection or removing the persistence?","['what', '``', 'did', 'not', 'work', ""''"", '?', 'closing', 'of', 'the', 'connection', 'or', 'removing', 'the', 'persistence', '?']",11.6,2.33238075793812,"[13, 9, 9, 15, 12]",-1,16
Your question reads as if you've already found a solution. What is the problem?,"['your', 'question', 'reads', 'as', 'if', 'you', ""'ve"", 'already', 'found', 'a', 'solution', '.', 'what', 'is', 'the', 'problem', '?']",11.4,2.4166091947189146,"[14, 13, 9, 8, 13]",-1,17
"Also, is <url> about chemistry, sociology, theology, international law, or what??  '''I''' know the answer to that question, but does the person reading the article know?","['also', ',', 'is', '<', 'url', '>', 'about', 'chemistry', ',', 'sociology', ',', 'theology', ',', 'international', 'law', ',', 'or', 'what', '?', '?', ""''"", ""'"", 'i', ""''"", ""'"", 'know', 'the', 'answer', 'to', 'that', 'question', ',', 'but', 'does', 'the', 'person', 'reading', 'the', 'article', 'know', '?']",6.0,3.5777087639996634,"[4, 9, 1, 5, 11]",-1,41
"How much data are you backing up daily, weekly, monthly? How much data do you plan to retain, and for how long?","['how', 'much', 'data', 'are', 'you', 'backing', 'up', 'daily', ',', 'weekly', ',', 'monthly', '?', 'how', 'much', 'data', 'do', 'you', 'plan', 'to', 'retain', ',', 'and', 'for', 'how', 'long', '?']",12.2,5.30659966456864,"[13, 21, 13, 5, 9]",-1,27
what doesn't work about it? can you provide some example js in your post to demonstrate it not working?,"['what', 'does', ""n't"", 'work', 'about', 'it', '?', 'can', 'you', 'provide', 'some', 'example', 'js', 'in', 'your', 'post', 'to', 'demonstrate', 'it', 'not', 'working', '?']",12.0,3.5777087639996634,"[13, 5, 14, 15, 13]",-1,22
No worries found it... but yeah... We need a new Foo's pic... Does Flickr have fair use licenses?,"['no', 'worries', 'found', 'it', '...', 'but', 'yeah', '...', 'we', 'need', 'a', 'new', 'foo', ""'s"", 'pic', '...', 'does', 'flickr', 'have', 'fair', 'use', 'licenses', '?']",16.4,2.244994432064365,"[13, 20, 17, 16, 16]",1,23
"What do you mean by *""the compiler thinks it's an integer""*. How can the compiler think a 30-digit number is an `Integer`?","['what', 'do', 'you', 'mean', 'by', '*', ""''"", 'the', 'compiler', 'thinks', 'it', ""'s"", 'an', 'integer', ""''"", '*', '.', 'how', 'can', 'the', 'compiler', 'think', 'a', '30-digit', 'number', 'is', 'an', '`', 'integer', '`', '?']",9.2,3.815756805667783,"[5, 5, 10, 15, 11]",-1,31
Have you posted the entire code?  Have you set an `ItemCommandListener` on the `ImageItem`?,"['have', 'you', 'posted', 'the', 'entire', 'code', '?', 'have', 'you', 'set', 'an', '`', 'itemcommandlistener', '`', 'on', 'the', '`', 'imageitem', '`', '?']",15.2,3.370459909270543,"[17, 12, 13, 13, 21]",0,20
"Yes, I'd seen your note, but it looks as though all five of those edits were made by users other than Terra. Do you have any reason to suspect they are his sockpuppets?","['yes', ',', 'i', ""'d"", 'seen', 'your', 'note', ',', 'but', 'it', 'looks', 'as', 'though', 'all', 'five', 'of', 'those', 'edits', 'were', 'made', 'by', 'users', 'other', 'than', 'terra', '.', 'do', 'you', 'have', 'any', 'reason', 'to', 'suspect', 'they', 'are', 'his', 'sockpuppets', '?']",15.2,7.386474125047755,"[21, 1, 17, 21, 16]",0,38
I'm finding that I'm not able to access any of the DPL-related pages on the Toolserveru2013I get an error message or a blank pageu2013but somehow the Dab Challenge results are still being updated by your bot. Do you know what's going on?,"['i', ""'m"", 'finding', 'that', 'i', ""'m"", 'not', 'able', 'to', 'access', 'any', 'of', 'the', 'dpl-related', 'pages', 'on', 'the', 'toolserveru2013i', 'get', 'an', 'error', 'message', 'or', 'a', 'blank', 'pageu2013but', 'somehow', 'the', 'dab', 'challenge', 'results', 'are', 'still', 'being', 'updated', 'by', 'your', 'bot', '.', 'do', 'you', 'know', 'what', ""'s"", 'going', 'on', '?']",15.4,2.939387691339814,"[13, 13, 15, 15, 21]",0,47
@Chris Dickson: I just randomly set the length to this as I did now know what length to set it. Should I be doing something different?,"['@', 'chris', 'dickson', ':', 'i', 'just', 'randomly', 'set', 'the', 'length', 'to', 'this', 'as', 'i', 'did', 'now', 'know', 'what', 'length', 'to', 'set', 'it', '.', 'should', 'i', 'be', 'doing', 'something', 'different', '?']",15.8,5.114684741017769,"[13, 25, 14, 17, 10]",0,30
Gah. This keeps getting bumped by the bot. Can't we just close it?,"['gah', '.', 'this', 'keeps', 'getting', 'bumped', 'by', 'the', 'bot', '.', 'ca', ""n't"", 'we', 'just', 'close', 'it', '?']",14.4,3.9799497484264803,"[9, 21, 13, 16, 13]",0,17
"Good question, worded poorly. Might want to try rephrasing it?","['good', 'question', ',', 'worded', 'poorly', '.', 'might', 'want', 'to', 'try', 'rephrasing', 'it', '?']",10.8,4.791659420284375,"[18, 9, 9, 4, 14]",-1,13
Either you don't understand what AJAX does/how it works or you haven't posted all the relevant code. Where is the global `$values` declared?,"['either', 'you', 'do', ""n't"", 'understand', 'what', 'ajax', 'does/how', 'it', 'works', 'or', 'you', 'have', ""n't"", 'posted', 'all', 'the', 'relevant', 'code', '.', 'where', 'is', 'the', 'global', '`', '$', 'values', '`', 'declared', '?']",11.6,3.4409301068170506,"[13, 17, 12, 9, 7]",0,30
Would you email me with any points/incidents you especially want me to be aware of?  Do you think Jimbo will be willing to pass this to the arbitration committee?,"['would', 'you', 'email', 'me', 'with', 'any', 'points/incidents', 'you', 'especially', 'want', 'me', 'to', 'be', 'aware', 'of', '?', 'do', 'you', 'think', 'jimbo', 'will', 'be', 'willing', 'to', 'pass', 'this', 'to', 'the', 'arbitration', 'committee', '?']",18.4,3.97994974842648,"[17, 20, 25, 13, 17]",1,31
What is the `^` symbol? Is it **XOR** (programming notation) or **to the power** (mathematical notation)?,"['what', 'is', 'the', '`', '^', '`', 'symbol', '?', 'is', 'it', '*', '*', 'xor', '*', '*', '(', 'programming', 'notation', ')', 'or', '*', '*', 'to', 'the', 'power', '*', '*', '(', 'mathematical', 'notation', ')', '?']",15.0,2.756809750418044,"[13, 13, 16, 13, 20]",0,32
"It's not a ban, it's an indefinite block. He'll know about it when he tries to edit and he'll know that it was me that blocked him, so what's the pint of telling him again on his talk page?","['it', ""'s"", 'not', 'a', 'ban', ',', 'it', ""'s"", 'an', 'indefinite', 'block', '.', 'he', ""'ll"", 'know', 'about', 'it', 'when', 'he', 'tries', 'to', 'edit', 'and', 'he', ""'ll"", 'know', 'that', 'it', 'was', 'me', 'that', 'blocked', 'him', ',', 'so', 'what', ""'s"", 'the', 'pint', 'of', 'telling', 'him', 'again', 'on', 'his', 'talk', 'page', '?']",7.0,3.0983866769659336,"[9, 7, 9, 9, 1]",-1,48
Do you still can use build-in rails validation with this custom exception class? Haven't you blogged about it?,"['do', 'you', 'still', 'can', 'use', 'build-in', 'rails', 'validation', 'with', 'this', 'custom', 'exception', 'class', '?', 'have', ""n't"", 'you', 'blogged', 'about', 'it', '?']",13.0,5.059644256269407,"[9, 21, 9, 17, 9]",-1,21
"What is DB ? Oracle, I guess ?","['what', 'is', 'db', '?', 'oracle', ',', 'i', 'guess', '?']",14.4,3.8781438859330635,"[9, 15, 14, 21, 13]",0,9
"Well, to delete, I would have to nominate it for VfD, is that not true?  Or can you just directly delete it yourself?","['well', ',', 'to', 'delete', ',', 'i', 'would', 'have', 'to', 'nominate', 'it', 'for', 'vfd', ',', 'is', 'that', 'not', 'true', '?', 'or', 'can', 'you', 'just', 'directly', 'delete', 'it', 'yourself', '?']",11.8,3.249615361854384,"[15, 15, 9, 13, 7]",0,28
Done. Can you take care of <url> and <url>?,"['done', '.', 'can', 'you', 'take', 'care', 'of', '<', 'url', '>', 'and', '<', 'url', '>', '?']",16.4,5.122499389946279,"[13, 19, 9, 17, 24]",0,15
"Sure, I agree. But what's the good source you have in mind?","['sure', ',', 'i', 'agree', '.', 'but', 'what', ""'s"", 'the', 'good', 'source', 'you', 'have', 'in', 'mind', '?']",15.6,4.176122603564219,"[17, 21, 18, 9, 13]",0,16
"Can you please describe in more detail what you mean with ""inclined""? Should the line go from the upper corner of a cell to the bottom opposite corner of the same cell, or should it cross several cells?","['can', 'you', 'please', 'describe', 'in', 'more', 'detail', 'what', 'you', 'mean', 'with', '``', 'inclined', ""''"", '?', 'should', 'the', 'line', 'go', 'from', 'the', 'upper', 'corner', 'of', 'a', 'cell', 'to', 'the', 'bottom', 'opposite', 'corner', 'of', 'the', 'same', 'cell', ',', 'or', 'should', 'it', 'cross', 'several', 'cells', '?']",17.6,3.2,"[18, 15, 21, 13, 21]",1,43
"Hi ER, which Bio. do you think could use a little of my majic (smile)?","['hi', 'er', ',', 'which', 'bio', '.', 'do', 'you', 'think', 'could', 'use', 'a', 'little', 'of', 'my', 'majic', '(', 'smile', ')', '?']",17.8,1.5999999999999999,"[17, 17, 17, 21, 17]",1,20
"Could you define 'lighten' ?  Do you mean lower calorie, paler color, a more tender crumb, a more delicate texture, or less weight per given volume?","['could', 'you', 'define', ""'lighten"", ""'"", '?', 'do', 'you', 'mean', 'lower', 'calorie', ',', 'paler', 'color', ',', 'a', 'more', 'tender', 'crumb', ',', 'a', 'more', 'delicate', 'texture', ',', 'or', 'less', 'weight', 'per', 'given', 'volume', '?']",14.6,2.33238075793812,"[17, 17, 13, 11, 15]",0,32
"Wait, I thought algorithms were named for <url>???","['wait', ',', 'i', 'thought', 'algorithms', 'were', 'named', 'for', '<', 'url', '>', '?', '?', '?']",12.0,2.0,"[13, 13, 13, 13, 8]",-1,14
Is it possible that it could be a passenger issue? Does devise/warden cache the current_user variable?,"['is', 'it', 'possible', 'that', 'it', 'could', 'be', 'a', 'passenger', 'issue', '?', 'does', 'devise/warden', 'cache', 'the', 'current_user', 'variable', '?']",15.6,2.65329983228432,"[15, 13, 13, 17, 20]",1,18
@Aaronut Can't someone do this besides the OP? Don't we have some sort of mod people?,"['@', 'aaronut', 'ca', ""n't"", 'someone', 'do', 'this', 'besides', 'the', 'op', '?', 'do', ""n't"", 'we', 'have', 'some', 'sort', 'of', 'mod', 'people', '?']",12.4,7.631513611335566,"[7, 4, 25, 9, 17]",-1,21
Who inherits the chiefship of <url> now? Does ''legitimatio per subsequens matrimonium'' apply?,"['who', 'inherits', 'the', 'chiefship', 'of', '<', 'url', '>', 'now', '?', 'does', '``', 'legitimatio', 'per', 'subsequens', 'matrimonium', ""''"", 'apply', '?']",13.8,1.5999999999999999,"[13, 17, 13, 13, 13]",0,19
"""$(xml).find""
Is that supposed to be xml_url?","['``', '$', '(', 'xml', ')', '.find', ""''"", 'is', 'that', 'supposed', 'to', 'be', 'xml_url', '?']",16.6,2.65329983228432,"[17, 17, 13, 21, 15]",0,14
Please rephrase your question so it doesn't admit the trivial answer that was given on mathoverflow. Why do you care?,"['please', 'rephrase', 'your', 'question', 'so', 'it', 'does', ""n't"", 'admit', 'the', 'trivial', 'answer', 'that', 'was', 'given', 'on', 'mathoverflow', '.', 'why', 'do', 'you', 'care', '?']",14.8,2.2271057451320084,"[17, 13, 13, 13, 18]",0,23
I also love your new CA Interstate shields. Could I trouble you to replace the current one for <url> with a similar one?,"['i', 'also', 'love', 'your', 'new', 'ca', 'interstate', 'shields', '.', 'could', 'i', 'trouble', 'you', 'to', 'replace', 'the', 'current', 'one', 'for', '<', 'url', '>', 'with', 'a', 'similar', 'one', '?']",18.0,1.6733200530681511,"[18, 17, 16, 18, 21]",1,27
maybe.. this belongs on cstheory.stackexchange.com? not sure?,"['maybe', '..', 'this', 'belongs', 'on', 'cstheory.stackexchange.com', '?', 'not', 'sure', '?']",14.8,3.7094473981982814,"[21, 13, 12, 17, 11]",1,10
I see. Was it talking about that one specifically? :),"['i', 'see', '.', 'was', 'it', 'talking', 'about', 'that', 'one', 'specifically', '?', ':', ')']",20.2,2.7856776554368237,"[21, 20, 17, 18, 25]",1,13
"Is your problem to match a **subset** of your input lines to a route from the root in the tree? 
Also, how would the last line in the tree match all the values in your second key, since your input contains 1=45 and the last line contains 1=47 only?","['is', 'your', 'problem', 'to', 'match', 'a', '*', '*', 'subset', '*', '*', 'of', 'your', 'input', 'lines', 'to', 'a', 'route', 'from', 'the', 'root', 'in', 'the', 'tree', '?', 'also', ',', 'how', 'would', 'the', 'last', 'line', 'in', 'the', 'tree', 'match', 'all', 'the', 'values', 'in', 'your', 'second', 'key', ',', 'since', 'your', 'input', 'contains', '1=45', 'and', 'the', 'last', 'line', 'contains', '1=47', 'only', '?']",15.2,3.1874754901018454,"[14, 21, 13, 16, 12]",0,57
@Tim Why not posting this as an answer? Please?,"['@', 'tim', 'why', 'not', 'posting', 'this', 'as', 'an', 'answer', '?', 'please', '?']",13.6,2.1540659228538015,"[15, 12, 13, 17, 11]",-1,12
What page is this? Why was it deleted?,"['what', 'page', 'is', 'this', '?', 'why', 'was', 'it', 'deleted', '?']",10.6,1.9595917942265424,"[9, 9, 13, 9, 13]",-1,10
"I am not sure that your removal of the ""Education"" category is defensible, in light of the central role that pederasty played in the educational systems of the Greeks and the Japanese (and its mentions in the context of Islamic pedagogy). Can you comment?","['i', 'am', 'not', 'sure', 'that', 'your', 'removal', 'of', 'the', '``', 'education', ""''"", 'category', 'is', 'defensible', ',', 'in', 'light', 'of', 'the', 'central', 'role', 'that', 'pederasty', 'played', 'in', 'the', 'educational', 'systems', 'of', 'the', 'greeks', 'and', 'the', 'japanese', '(', 'and', 'its', 'mentions', 'in', 'the', 'context', 'of', 'islamic', 'pedagogy', ')', '.', 'can', 'you', 'comment', '?']",15.0,5.176871642217914,"[25, 14, 10, 13, 13]",0,51
Might i also add that enabling iPad features in an iPhone app target seems silly. Why don't you do it properly and make the iPhone app a universal binary (iPad+iPhone) ?,"['might', 'i', 'also', 'add', 'that', 'enabling', 'ipad', 'features', 'in', 'an', 'iphone', 'app', 'target', 'seems', 'silly', '.', 'why', 'do', ""n't"", 'you', 'do', 'it', 'properly', 'and', 'make', 'the', 'iphone', 'app', 'a', 'universal', 'binary', '(', 'ipad+iphone', ')', '?']",9.8,4.955804677345547,"[13, 6, 5, 7, 18]",-1,35
"Unfortunetally, I have no experiance with this kind of thing, nor have the program you discribed. Maybe we should find a user that can?","['unfortunetally', ',', 'i', 'have', 'no', 'experiance', 'with', 'this', 'kind', 'of', 'thing', ',', 'nor', 'have', 'the', 'program', 'you', 'discribed', '.', 'maybe', 'we', 'should', 'find', 'a', 'user', 'that', 'can', '?']",13.4,4.8,"[13, 17, 19, 13, 5]",0,28
"Yes, <url> already mentioned that <url>, and it seems that the concern was not addressed. Han Amos, could you explain your use of blocking templates in place of the blocking admin?","['yes', ',', '<', 'url', '>', 'already', 'mentioned', 'that', '<', 'url', '>', ',', 'and', 'it', 'seems', 'that', 'the', 'concern', 'was', 'not', 'addressed', '.', 'han', 'amos', ',', 'could', 'you', 'explain', 'your', 'use', 'of', 'blocking', 'templates', 'in', 'place', 'of', 'the', 'blocking', 'admin', '?']",14.8,2.85657137141714,"[17, 17, 13, 10, 17]",0,40
"What would you like in the case of, e.g., `http://example.com/test.php?key=val` ? Or `http://example.com/test.htm#section1` ?","['what', 'would', 'you', 'like', 'in', 'the', 'case', 'of', ',', 'e.g.', ',', '`', 'http', ':', '//example.com/test.php', '?', 'key=val', '`', '?', 'or', '`', 'http', ':', '//example.com/test.htm', '#', 'section1', '`', '?']",18.0,4.8166378315169185,"[15, 21, 11, 18, 25]",1,28
"What do you mean with ""deleted quicksilver"" ? Did you just put it in the Trash ?","['what', 'do', 'you', 'mean', 'with', '``', 'deleted', 'quicksilver', ""''"", '?', 'did', 'you', 'just', 'put', 'it', 'in', 'the', 'trash', '?']",9.4,2.65329983228432,"[9, 9, 5, 13, 11]",-1,19
"We do have ""don't do"" there. Do you?","['we', 'do', 'have', '``', 'do', ""n't"", 'do', ""''"", 'there', '.', 'do', 'you', '?']",13.2,0.39999999999999997,"[13, 13, 13, 14, 13]",0,13
The article <url> (written with two s) was rightly deleted as it contained almost no content (Timothy (Tim) Ferriss is the author of The 4-Hour Workweek). I think you mean the science-fiction writer <url> (written wit one s) ?,"['the', 'article', '<', 'url', '>', '(', 'written', 'with', 'two', 's', ')', 'was', 'rightly', 'deleted', 'as', 'it', 'contained', 'almost', 'no', 'content', '(', 'timothy', '(', 'tim', ')', 'ferriss', 'is', 'the', 'author', 'of', 'the', '4-hour', 'workweek', ')', '.', 'i', 'think', 'you', 'mean', 'the', 'science-fiction', 'writer', '<', 'url', '>', '(', 'written', 'wit', 'one', 's', ')', '?']",14.2,3.249615361854384,"[11, 19, 11, 17, 13]",0,52
